"carat","cut","color","clarity","depth","table","price","x","y","z","V11"
"43420",0.41,"Premium","D","VVS1",62.2,58,8239,4.77,4.71,2.95,0.33061627834104
"43421",0.51,"Very Good","H","VS2",60.8,58,6611,5.12,5.17,3.13,0.477288601687178
"43422",0.57,"Premium","E","SI2",61.2,57,9235,5.35,5.31,3.26,0.708689189283177
"43423",0.57,"Premium","H","VS2",60.1,61,8225,5.4,5.29,3.21,0.672454844694585
"43424",0.7,"Premium","I","SI2",62.3,59,9959,5.64,5.59,3.5,0.276315113762394
"43425",0.35,"Fair","G","VS2",65.9,54,2227,5.57,5.53,3.66,0.260524502024055
"43426",0.35,"Fair","G","VS2",65.9,54,3131,5.57,5.53,3.66,0.768229354638606
"43427",0.53,"Very Good","E","SI1",59.7,59,6907,5.27,5.29,3.15,0.581335798837245
"43428",0.53,"Very Good","D","SI1",59.1,59,6952,5.27,5.33,3.13,0.588833743007854
"43429",0.53,"Very Good","D","SI1",60.9,59,7016,5.18,5.2,3.16,0.719948400277644
"43430",0.5,"Very Good","D","SI1",60.3,59,NA,5.11,5.14,3.09,0.0353138335049152
"43431",0.5,"Very Good","D","SI1",62.8,58,6528,5.02,5.05,3.16,0.1614979673177
"43432",0.54,"Very Good","E","SI2",60.7,56.5,6934,5.24,5.28,3.19,0.278635993367061
"43433",0.62,"Premium","J","VVS2",60.9,58,9577,5.5,5.56,3.37,0.118815877242014
"43434",0.5,"Premium","I","VVS1",58.2,62,9618,5.25,5.19,3.04,0.112452141707763
"43435",0.53,"Ideal","E","SI1",61.4,56,NA,5.21,5.24,3.21,0.038880055770278
"43436",0.5,"Ideal","D","SI1",61.4,58,14785,5.07,5.1,3.12,0.334130483912304
"43437",0.5,"Good","F","VS1",58,61,5462,5.18,5.23,3.02,0.486025451449677
"43438",0.55,"Premium","G","SI1",61.3,59,9199,5.28,5.23,3.22,0.95537623623386
"43439",0.55,"Ideal","F","SI1",61.8,55,12040,5.27,5.22,3.24,0.636394873261452
"43440",0.55,"Premium","F","SI1",60.7,57,8863,5.3,5.27,3.21,0.879347884794697
"43441",0.5,"Good","G","VS2",57.9,61,5049,5.23,5.2,3.02,0.187512231990695
"43442",0.5,"Ideal","E","SI1",61.6,57,NA,5.13,5.09,3.15,0.00940840318799019
"43443",0.5,"Premium","E","SI1",62.3,58,9585,5.15,5.09,3.19,0.578307401388884
"43444",0.5,"Premium","E","SI1",60.2,58,9843,5.18,5.15,3.11,0.842745371395722
"43445",0.5,"Premium","E","SI1",60.7,61,9384,5.12,5.09,3.1,0.296155466232449
"43446",0.5,"Premium","E","SI1",62,59,NA,5.1,5.06,3.15,0.0650425835046917
"43447",0.5,"Premium","E","SI1",63,58,NA,5.08,5.04,3.19,0.0253964883740991
"43448",0.5,"Good","E","SI1",63.8,55,5393,5.09,5.04,3.23,0.358239233493805
"43449",0.5,"Ideal","E","SI1",62.2,57,10194,5.11,5.05,3.16,0.631290076998994
"43450",0.5,"Premium","E","SI1",61.5,62,9392,5.09,5.06,3.12,0.331167835509405
"43451",0.5,"Very Good","E","SI1",63.3,58,7634,5.03,4.99,3.17,0.368914441904053
"43452",0.5,"Very Good","E","SI1",63.3,59,NA,5.03,4.99,3.17,0.0127016417682171
"43453",0.5,"Good","E","SI1",63.7,56,5114,5.06,5.02,3.21,0.464243124471977
"43454",0.5,"Very Good","E","SI1",63.2,57,6279,5.06,5.03,3.19,0.24601967446506
"43455",0.5,"Premium","G","VS2",61.5,57,8497,5.12,5.09,3.14,0.500998605275527
"43456",0.5,"Premium","E","SI1",63,59,9855,5.01,4.99,3.15,0.668620867654681
"43457",0.5,"Premium","G","VS2",60.2,60,8360,5.21,5.15,3.12,0.352012959774584
"43458",0.61,"Ideal","H","SI1",61.9,54,14251,5.44,5.48,3.38,0.16620037262328
"43459",0.51,"Very Good","G","VS2",59.1,60,7079,5.18,5.21,3.07,0.61188815603964
"43460",0.46,"Very Good","E","VS1",60.3,59.2,NA,4.96,5.02,3.01,0.00195482466369867
"43461",0.55,"Very Good","E","SI1",64.2,55,7876,5.18,5.2,3.33,0.577985073206946
"43462",0.51,"Very Good","F","VS2",63.2,58,6820,5.07,5.05,3.2,0.830189293716103
"43463",0.56,"Ideal","I","VS2",62.2,57,13088,5.27,5.28,3.28,0.930075144162402
"43464",0.53,"Ideal","H","VS2",61.4,55.4,12726,5.19,5.24,3.2,0.412114675156772
"43465",0.56,"Ideal","G","SI1",61.3,54,12534,5.34,5.37,3.28,0.329172345111147
"43466",0.56,"Ideal","G","SI1",62.1,55,14613,5.29,5.33,3.3,0.265815274091437
"43467",0.55,"Ideal","G","SI1",61.7,58,14438,5.27,5.29,3.26,0.529266909463331
"43468",0.47,"Very Good","F","VVS2",60.9,59,7157,4.99,5.03,3.05,0.631348095601425
"43469",0.46,"Ideal","F","VS1",62.7,56,12423,4.91,4.94,3.09,0.536577021703124
"43470",0.39,"Ideal","E","IF",61.5,55.5,14876,4.68,4.72,2.88,0.12829653872177
"43471",0.59,"Very Good","D","SI2",62.7,58,7943,5.32,5.37,3.35,0.62969784042798
"43472",0.59,"Ideal","D","SI2",62.4,58,10077,5.35,5.39,3.35,0.755391999846324
"43473",0.59,"Ideal","D","SI2",61.1,56,14514,5.4,5.44,3.31,0.523739688796923
"43474",0.41,"Ideal","E","IF",62.1,54,14280,4.75,4.81,2.97,0.272435674676672
"43475",0.5,"Good","E","VS2",63.1,61,5308,5,5.05,3.17,0.738279639044777
"43476",0.52,"Good","F","VS1",61,61,5766,5.22,5.17,3.17,0.140190556878224
"43477",0.52,"Very Good","G","VS1",61.2,57,7082,5.17,5.23,3.18,0.821812918875366
"43478",0.51,"Very Good","D","SI1",59.4,59,6711,5.18,5.22,3.09,0.214788359357044
"43479",0.5,"Premium","E","VS2",60.1,61,9984,5.2,5.15,3.11,0.842268322128803
"43480",0.5,"Premium","E","VS2",58.1,61,9312,5.23,5.17,3.02,0.460845798719674
"43481",0.7,"Fair","G","SI2",69.3,60,2520,5.41,5.35,3.72,0.634718830231577
"43482",0.5,"Premium","E","VS2",61.8,59,8136,5.07,5.02,3.12,0.647494385484606
"43483",0.38,"Very Good","E","IF",59.5,57,6795,4.77,4.84,2.86,0.661894334945828
"43484",0.47,"Ideal","G","VVS1",61.6,56,10465,4.99,5.05,3.09,0.940817634109408
"43485",0.53,"Ideal","F","SI2",61.7,55,NA,5.22,5.25,3.23,0.0858932421542704
"43486",0.58,"Ideal","H","SI1",61.8,56,11041,5.36,5.38,3.32,0.96150385402143
"43487",0.55,"Ideal","G","SI1",60.9,56,14715,5.3,5.32,3.24,0.173585452139378
"43488",0.51,"Premium","F","SI1",61.3,59,8089,5.19,5.15,3.17,0.310056424234062
"43489",0.58,"Ideal","H","SI1",60.9,57,14234,5.38,5.33,3.26,0.798134219134226
"43490",0.58,"Ideal","H","SI1",60.2,57,11823,5.47,5.43,3.28,0.601880706846714
"43491",0.51,"Premium","F","SI1",61.4,59,8183,5.13,5.13,3.16,0.664722412126139
"43492",0.51,"Premium","F","SI1",60.7,58,8846,5.14,5.1,3.11,0.359183565946296
"43493",0.51,"Premium","F","SI1",60.5,59,9016,5.18,5.13,3.12,0.957074745092541
"43494",0.54,"Premium","G","VS2",62.7,58,9004,5.21,5.25,3.28,0.708751025842503
"43495",0.54,"Ideal","E","SI1",61.3,56,13340,5.22,5.25,3.21,0.559189496561885
"43496",0.54,"Good","G","VS2",63.2,55,4211,5.15,5.2,3.27,0.990379117662087
"43497",0.54,"Premium","E","SI1",61.4,60,9323,5.21,5.25,3.21,0.447911785682663
"43498",0.54,"Good","G","VS2",63.6,56,4354,5.14,5.17,3.28,0.493745575426146
"43499",0.54,"Ideal","G","VS2",61.5,55,12936,5.24,5.27,3.23,0.392105564242229
"43500",0.47,"Very Good","D","VS1",59.5,61,6357,5.06,5.03,3.02,0.396843013120815
"43501",0.54,"Ideal","E","SI1",61.3,56,10358,5.22,5.25,3.21,0.418208211893216
"43502",0.53,"Good","E","VS2",58.6,62,5562,5.26,5.32,3.1,0.834683721186593
"43503",0.43,"Ideal","F","VVS1",62.1,55,10016,4.85,4.81,3,0.417686447501183
"43504",0.43,"Ideal","F","VVS1",62.3,55,11316,4.88,4.85,3.03,0.628616512753069
"43505",0.43,"Premium","F","VVS1",61.5,56,9939,4.9,4.86,3,0.571476509328932
"43506",0.43,"Ideal","F","VVS1",61,56,13876,4.9,4.87,2.98,0.384435621090233
"43507",0.43,"Premium","F","VVS1",60.3,58,8108,4.91,4.88,2.95,0.30214216071181
"43508",0.43,"Ideal","F","VVS1",62,57,13971,4.84,4.81,2.99,0.696581001160666
"43509",0.52,"Very Good","G","VS2",62.4,60,6813,5.14,5.18,3.22,0.866328023606911
"43510",0.52,"Very Good","G","VS2",59.2,57,7417,5.28,5.37,3.15,0.1914881428238
"43511",0.52,"Very Good","G","VS2",62.6,58,6472,5.08,5.11,3.19,0.885272024432197
"43512",0.51,"Good","D","SI1",63.3,57,5070,5.06,5.09,3.21,0.232193790143356
"43513",0.51,"Very Good","F","VS2",63,57,7255,5.05,5.11,3.2,0.187683415133506
"43514",0.63,"Ideal","I","VS2",62.1,54,NA,5.51,5.54,3.43,0.0904678192455322
"43515",0.61,"Good","D","SI2",59.8,62,4537,5.48,5.53,3.29,0.673957790480927
"43516",0.59,"Very Good","F","SI1",63,56,6284,5.3,5.34,3.35,0.812478076200932
"43517",0.58,"Very Good","E","SI1",61.5,58,6830,5.31,5.36,3.28,0.340561296790838
"43518",0.51,"Good","E","VS2",61.1,65,5631,5.14,5.11,3.13,0.657007809961215
"43519",0.61,"Ideal","F","SI2",61.3,55,12455,5.47,5.55,3.38,0.734601258067414
"43520",0.59,"Ideal","F","SI1",62.3,54,13689,5.37,5.41,3.36,0.448150776093826
"43521",0.59,"Ideal","F","SI1",62,53,10867,5.38,5.43,3.35,0.272465374087915
"43522",0.5,"Ideal","G","VS2",62.6,57,11566,5.11,5.05,3.18,0.108604592969641
"43523",0.56,"Very Good","F","SI1",63.9,59,7774,5.16,5.22,3.32,0.135163185186684
"43524",0.51,"Very Good","D","SI1",60.4,61,7027,5.09,5.14,3.09,0.622322467155755
"43525",0.41,"Ideal","G","IF",62,55,14341,4.8,4.81,2.98,0.712303772103041
"43526",0.59,"Ideal","D","SI2",59.1,57,14106,5.52,5.48,3.25,0.773199540795758
"43527",0.5,"Very Good","H","VS1",64.6,56,6395,4.97,5.06,3.24,0.894652243005112
"43528",0.62,"Very Good","E","SI2",63.4,56,7231,5.4,5.45,3.44,0.136574179632589
"43529",0.54,"Very Good","E","VS2",62.6,60,6747,5.26,5.19,3.27,0.112066823523492
"43530",0.49,"Good","F","VS1",63.6,59,5570,4.95,4.92,3.14,0.568899039179087
"43531",0.43,"Ideal","E","VVS2",61.7,55,13221,4.86,4.87,3,0.820263857254758
"43532",0.6,"Premium","E","SI2",62,59,9684,5.41,5.37,3.34,0.784955157898366
"43533",0.51,"Very Good","E","SI2",59.3,63,6796,5.18,5.25,3.09,0.853047856828198
"43534",0.53,"Ideal","H","VS2",61.5,56,14698,5.21,5.26,3.22,0.130825743312016
"43535",0.53,"Ideal","H","VS2",61.6,55,10117,5.23,5.25,3.23,0.925819567171857
"43536",0.56,"Ideal","H","VS2",61.7,54,13878,5.31,5.33,3.28,0.900109180482104
"43537",0.51,"Ideal","G","VS2",61.6,56,14998,5.13,5.18,3.18,0.663963421713561
"43538",0.53,"Ideal","I","VS1",62.3,56,NA,5.19,5.23,3.24,0.0384547484572977
"43539",0.41,"Ideal","D","VS1",61.9,56,11251,4.76,4.8,2.96,0.788666753331199
"43540",0.41,"Ideal","D","VS1",61.1,56,13896,4.8,4.83,2.94,0.96064794366248
"43541",0.59,"Good","I","VVS2",57.8,61,5185,5.52,5.6,3.21,0.998672769637778
"43542",0.52,"Good","F","SI1",65.5,66,5163,4.92,4.98,3.24,0.771632275078446
"43543",0.52,"Ideal","G","VS2",61.7,56,14953,5.15,5.19,3.19,0.423099600244313
"43544",0.53,"Premium","F","SI1",60.9,59,8368,5.21,5.23,3.18,0.607549988897517
"43545",0.6,"Premium","D","SI2",61.3,61,9786,5.46,5.4,3.33,0.709282821975648
"43546",0.51,"Ideal","H","VS2",60.1,60,11355,5.19,5.14,3.1,0.510974414646626
"43547",0.53,"Premium","F","SI1",62,59,8216,5.23,5.16,3.22,0.395065716467798
"43548",0.53,"Premium","H","VS2",59.4,59,NA,5.31,5.27,3.14,0.0160679835826159
"43549",0.5,"Very Good","H","VS1",62.5,59,7844,5.01,5.04,3.14,0.482447439571843
"43550",0.52,"Very Good","D","SI1",61.6,58,NA,5.14,5.22,3.19,0.0754761032294482
"43551",0.5,"Good","G","VS1",57.5,56,4861,5.3,5.24,3.03,0.693472585873678
"43552",0.52,"Ideal","F","VS2",60.3,57,13342,5.2,5.24,3.15,0.925909648882225
"43553",0.5,"Ideal","H","VS1",61.7,59,11760,5.07,5.14,3.15,0.602963994257152
"43554",0.55,"Ideal","G","SI1",60.8,56,13550,5.3,5.36,3.24,0.277898788684979
"43555",0.52,"Ideal","D","SI1",61.2,57,NA,5.18,5.22,3.18,0.0945227262564003
"43556",0.52,"Ideal","D","SI1",62.2,54,12129,5.14,5.18,3.21,0.683023713296279
"43557",0.52,"Ideal","E","SI1",63,54,10288,5.15,5.11,3.23,0.337327481713146
"43558",0.52,"Ideal","E","SI1",61.4,57,10475,5.18,5.15,3.17,0.823607747908682
"43559",0.57,"Premium","E","SI1",62.5,57,9359,5.28,5.22,3.28,0.938192934263498
"43560",0.51,"Good","D","VS2",60.1,65,4272,5.14,5.17,3.1,0.2231434606947
"43561",0.51,"Good","D","VS2",64.2,58,4830,5.01,5.06,3.23,0.404118721839041
"43562",0.49,"Good","F","VS1",58.9,60.5,4867,5.17,5.21,3.05,0.402227218030021
"43563",0.58,"Fair","G","VS2",65,56,2675,5.23,5.17,3.38,0.510851201368496
"43564",0.51,"Ideal","F","VS2",62.5,53,NA,5.12,5.15,3.21,0.0759845457505435
"43565",0.59,"Ideal","G","SI1",62.3,55,14647,5.37,5.39,3.35,0.133771146647632
"43566",0.51,"Ideal","D","SI1",61,56,11463,5.15,5.17,3.15,0.422452985541895
"43567",0.51,"Ideal","D","SI1",61.5,56,13168,5.15,5.16,3.17,0.899667238583788
"43568",0.41,"Ideal","G","IF",61,57,12574,4.81,4.79,2.93,0.786862386157736
"43569",0.41,"Ideal","G","IF",62.3,55,12035,4.78,4.75,2.97,0.527958694612607
"43570",0.41,"Ideal","G","IF",61.7,56,10495,4.8,4.77,2.95,0.244492844911292
"43571",0.41,"Ideal","G","IF",61.7,56,13573,4.8,4.77,2.95,0.334327635588124
"43572",0.41,"Ideal","G","IF",62.4,54,10840,4.78,4.74,2.97,0.393710063071921
"43573",0.41,"Premium","E","VVS1",60.7,58,8390,4.86,4.8,2.93,0.72576200007461
"43574",0.41,"Ideal","E","VVS1",61.7,56,NA,4.82,4.78,2.96,0.0330311961006373
"43575",0.41,"Ideal","E","VVS1",61.3,56,13525,4.81,4.79,2.94,0.890362875768915
"43576",0.41,"Ideal","E","VVS1",60.9,55,13286,4.83,4.8,2.93,0.755874562775716
"43577",0.41,"Ideal","E","VVS1",60.7,57,14420,4.85,4.8,2.93,0.115761791821569
"43578",0.41,"Premium","E","VVS1",62.9,59,9265,4.76,4.72,2.98,0.150996352080256
"43579",0.41,"Premium","E","VVS1",62.2,58,9695,4.77,4.75,2.96,0.998020612634718
"43580",0.41,"Ideal","E","VVS1",61.3,55,14418,4.8,4.76,2.93,0.928712243912742
"43581",0.41,"Ideal","E","VVS1",61.3,57,12045,4.79,4.77,2.93,0.578646923182532
"43582",0.41,"Ideal","E","VVS1",61.9,55,NA,4.79,4.78,2.96,0.0279309723991901
"43583",0.5,"Premium","D","VS2",62.2,60,8204,5.15,5.05,3.17,0.56238134810701
"43584",0.5,"Fair","D","VS2",66.9,57,2879,4.95,4.83,3.27,0.580563321476802
"43585",0.5,"Fair","D","VS2",63.7,57,3940,5.05,4.9,3.17,0.249683618545532
"43586",0.59,"Good","D","SI1",63.8,57,4998,5.31,5.26,3.37,0.81792324478738
"43587",0.53,"Very Good","E","SI1",63.6,57,NA,5.12,5.16,3.27,0.0167776150628924
"43588",0.56,"Premium","H","VS2",62.2,60,9009,5.28,5.23,3.27,0.916428263764828
"43589",0.41,"Ideal","E","VVS2",61.7,56,14717,4.77,4.8,2.95,0.639296198729426
"43590",0.57,"Ideal","F","SI2",62.7,56,10501,5.32,5.27,3.32,0.181265051243827
"43591",0.31,"Ideal","H","VS2",61.3,56,13431,4.36,4.38,2.68,0.175804836675525
"43592",0.31,"Ideal","H","VS2",61.5,56,14462,4.38,4.4,2.7,0.173051834339276
"43593",0.31,"Ideal","H","VS2",62,55,14831,4.36,4.38,2.71,0.226439115591347
"43594",0.31,"Ideal","H","VS2",61.2,56,14406,4.35,4.37,2.67,0.262013961793855
"43595",0.31,"Ideal","H","VS2",61.8,57,10557,4.32,4.36,2.68,0.612947867950425
"43596",0.3,"Ideal","G","VS2",61.8,56,10208,4.29,4.32,2.66,0.467599519528449
"43597",0.31,"Ideal","I","VS1",62.4,53,11475,4.33,4.36,2.71,0.799867009744048
"43598",0.31,"Ideal","I","VS1",61.2,55,13207,4.37,4.39,2.68,0.777448572451249
"43599",0.31,"Ideal","I","VS1",61.8,56,11126,4.38,4.39,2.71,0.677543881582096
"43600",0.3,"Ideal","H","VS1",62.1,57,NA,4.27,4.3,2.66,0.0541757557075471
"43601",0.29,"Ideal","G","VS1",62.2,54,12509,4.23,4.26,2.64,0.459855906432495
"43602",0.31,"Very Good","E","SI1",61.2,58,7232,4.34,4.38,2.67,0.578649103874341
"43603",0.31,"Good","G","VS2",63.2,58,5177,4.28,4.3,2.71,0.376751506235451
"43604",0.31,"Good","E","SI1",63.4,55,4630,4.26,4.29,2.71,0.455652112606913
"43605",0.31,"Good","G","VS2",57.6,62,4009,4.46,4.5,2.58,0.681772068608552
"43606",0.31,"Very Good","E","SI1",58.7,60,6935,4.45,4.48,2.62,0.921202588593587
"43607",0.34,"Premium","D","SI2",59.2,59,8880,4.54,4.58,2.7,0.177194867515936
"43608",0.34,"Premium","G","SI1",59.7,59,9759,4.5,4.54,2.7,0.67909368337132
"43609",0.34,"Very Good","G","SI1",60.8,59,6967,4.46,4.56,2.74,0.381892063422129
"43610",0.34,"Ideal","G","SI1",61.2,57,10192,4.53,4.56,2.78,0.621282382402569
"43611",0.34,"Very Good","D","SI2",60.7,61,6481,4.45,4.51,2.72,0.136037177173421
"43612",0.34,"Good","G","SI1",63.4,57,4825,4.42,4.45,2.81,0.497834463836625
"43613",0.34,"Premium","D","SI2",60.8,60,9987,4.49,4.53,2.74,0.190781486686319
"43614",0.31,"Very Good","E","SI1",63,58,6101,4.29,4.31,2.71,0.838932806160301
"43615",0.34,"Premium","D","SI2",60.6,60,9277,4.48,4.53,2.73,0.539949037367478
"43616",0.34,"Good","G","SI1",63.9,58,NA,4.4,4.43,2.82,0.00671462807804346
"43617",0.34,"Very Good","G","SI1",61.5,56,7599,4.45,4.52,2.76,0.501963054295629
"43618",0.26,"Ideal","H","VVS2",62.5,54,11054,4.11,4.14,2.58,0.287431684322655
"43619",0.28,"Ideal","G","VS2",62.1,56,12724,4.19,4.23,2.61,0.615652321837842
"43620",0.26,"Ideal","G","VS1",62.5,53,14622,4.1,4.13,2.57,0.154202592326328
"43621",0.52,"Ideal","F","SI1",60.4,56,11331,5.22,5.28,3.17,0.403927264269441
"43622",0.46,"Premium","F","VS1",60.5,58,NA,5.02,4.97,3.02,0.0604879178572446
"43623",0.57,"Very Good","G","SI1",61.1,57,7141,5.32,5.35,3.26,0.781048273667693
"43624",0.43,"Ideal","G","IF",61.2,57,13316,4.81,4.86,2.96,0.338936019223183
"43625",0.38,"Ideal","E","IF",62.7,55,12677,4.61,4.67,2.91,0.907841465435922
"43626",0.43,"Ideal","G","IF",62.1,54,10628,4.83,4.87,3.01,0.979124328121543
"43627",0.38,"Ideal","E","IF",61.9,56,10480,4.65,4.66,2.88,0.912738687358797
"43628",0.43,"Premium","G","IF",60.9,59,9457,4.88,4.94,2.99,0.854350990150124
"43629",0.43,"Very Good","E","VVS1",60.3,58,7633,4.86,4.93,2.95,0.520014609443024
"43630",0.43,"Premium","G","IF",61.1,58,8429,4.86,4.89,2.98,0.856135832611471
"43631",0.43,"Premium","G","IF",61.4,59,8395,4.79,4.85,2.96,0.809239498572424
"43632",0.43,"Premium","G","IF",61,58,9490,4.82,4.88,2.96,0.847517780028284
"43633",0.43,"Ideal","E","VVS1",61.3,57,14577,4.84,4.88,2.98,0.138791259378195
"43634",0.43,"Ideal","G","IF",61.8,55,10405,4.85,4.89,3.01,0.556680094217882
"43635",0.43,"Very Good","E","VVS1",61.2,56,6642,4.84,4.87,2.97,0.261666195699945
"43636",0.43,"Premium","E","VVS1",59.5,58,9165,4.92,4.96,2.94,0.42583792633377
"43637",0.43,"Very Good","E","VVS1",61.9,56,6693,4.81,4.85,2.99,0.802885814104229
"43638",0.38,"Ideal","E","IF",61.1,56,11602,4.67,4.72,2.87,0.516246721148491
"43639",0.43,"Ideal","G","IF",61.8,56,14893,4.86,4.88,3.01,0.907304569380358
"43640",0.5,"Premium","F","VS2",60.6,61,9977,5.13,5.1,3.1,0.678527831565589
"43641",0.5,"Good","F","VS2",63.6,58,NA,5.05,5.02,3.2,0.0775481651071459
"43642",0.5,"Premium","F","VS2",60.6,59,9008,5.13,5.03,3.08,0.16981402807869
"43643",0.5,"Good","D","SI1",63.8,60,4435,5.03,5,3.2,0.406729659298435
"43644",0.39,"Ideal","F","IF",61.9,57,13701,4.69,4.68,2.9,0.876010282430798
"43645",0.5,"Good","F","VS2",58.8,64,4420,5.21,5.16,3.05,0.417281985282898
"43646",0.5,"Premium","D","SI1",60.3,58,9249,5.12,5.1,3.08,0.453839272493497
"43647",0.6,"Premium","H","SI1",62,56,9804,5.44,5.4,3.36,0.239883934147656
"43648",0.6,"Premium","G","SI2",60.8,58,9220,5.49,5.44,3.32,0.49265396525152
"43649",0.51,"Good","E","SI1",63.6,58,5356,5,4.97,3.17,0.177525171078742
"43650",0.53,"Ideal","E","SI1",61.9,55,12155,5.18,5.22,3.22,0.49518326879479
"43651",0.53,"Ideal","I","VVS1",62.2,53,NA,5.17,5.21,3.23,0.0490320245735347
"43652",0.53,"Ideal","H","VS2",61.9,55.2,13240,5.21,5.24,3.24,0.428974547190592
"43653",0.53,"Ideal","H","VS2",61.7,56,13615,5.17,5.21,3.2,0.403310354566202
"43654",0.51,"Ideal","H","SI2",61.7,55,14494,5.13,5.15,3.17,0.956813911907375
"43655",0.51,"Ideal","H","SI2",62,55,14363,5.12,5.14,3.18,0.442269219085574
"43656",0.62,"Fair","E","SI2",58.2,60,2892,5.7,5.51,3.26,0.684323249617592
"43657",0.53,"Premium","G","VS2",59.9,60,8995,5.28,5.24,3.15,0.378504429012537
"43658",0.71,"Fair","J","VS2",64.9,54,3318,5.63,5.53,3.62,0.71062781685032
"43659",0.5,"Very Good","F","VS2",59.4,59,7078,5.19,5.22,3.09,0.230507720494643
"43660",0.57,"Ideal","E","SI1",61.5,56,12738,5.32,5.35,3.28,0.238757846876979
"43661",0.5,"Good","D","SI1",63.2,57,5048,5.02,5.07,3.19,0.810558119323105
"43662",0.56,"Premium","F","SI1",60.8,58,8633,5.31,5.34,3.24,0.952565069077536
"43663",0.5,"Very Good","D","SI1",61,61,6277,5.08,5.11,3.11,0.724948482587934
"43664",0.5,"Ideal","F","VS2",62.7,57,13375,5.06,5.11,3.19,0.918191106291488
"43665",0.5,"Very Good","D","SI1",58.8,60,NA,5.18,5.2,3.05,0.0294088970404118
"43666",0.5,"Ideal","F","VS2",62.7,57,10582,5.08,5.1,3.19,0.535766659770161
"43667",0.5,"Very Good","D","SI1",60.8,63,7309,5.1,5.13,3.11,0.795793552417308
"43668",0.5,"Good","F","VS2",63.2,56,4454,5.01,5.05,3.18,0.28726019943133
"43669",0.56,"Ideal","F","SI1",62.3,55,10462,5.27,5.32,3.3,0.109225649619475
"43670",0.5,"Good","F","VS2",63.3,57,4328,5.02,5.06,3.19,0.137761152582243
"43671",0.5,"Very Good","F","VS2",62.9,57,6129,5.06,5.11,3.2,0.678405105136335
"43672",0.5,"Premium","D","SI1",62.4,60,9729,5.07,5.09,3.17,0.896460044430569
"43673",0.5,"Very Good","D","SI1",58.9,61,7703,5.16,5.19,3.05,0.319081189576536
"43674",0.5,"Very Good","D","SI1",62.8,53,NA,5.04,5.08,3.18,0.0666738278232515
"43675",0.5,"Very Good","F","VS2",63,55,6848,5.04,5.09,3.19,0.516636480344459
"43676",0.5,"Very Good","D","SI1",61.9,61,6365,5.09,5.12,3.16,0.830721602076665
"43677",0.5,"Ideal","F","VS2",62.5,57,11721,5.07,5.11,3.18,0.106697770999745
"43678",0.5,"Premium","F","VS2",62.3,58,8732,5.02,5.06,3.14,0.365552648203447
"43679",0.5,"Very Good","F","VS2",60.6,58,7250,5.07,5.12,3.09,0.708885129075497
"43680",0.5,"Good","F","VS2",63.3,57,4016,5.01,5.07,3.19,0.361455135047436
"43681",0.56,"Very Good","F","SI1",62.9,56,6701,5.25,5.27,3.31,0.106293306220323
"43682",0.5,"Ideal","F","VS2",61.2,57,11189,5.1,5.13,3.13,0.221106122946367
"43683",0.5,"Premium","F","VS2",62.7,59,9285,5.05,5.09,3.18,0.309170283377171
"43684",0.5,"Good","D","SI1",63.7,56,NA,5.05,5.09,3.23,0.0385024708230048
"43685",0.5,"Good","F","VS2",63.8,55,4076,5.03,5.06,3.22,0.342997362371534
"43686",0.5,"Very Good","D","SI1",58.8,60,7670,5.17,5.23,3.06,0.83249700604938
"43687",0.5,"Good","D","SI1",63.3,56,4827,5.07,5.1,3.22,0.274056849302724
"43688",0.5,"Good","F","VS2",63.3,58,NA,4.98,5.03,3.17,0.0383144414518028
"43689",0.5,"Good","D","SI1",62.9,59,4924,4.94,5.01,3.13,0.552254145266488
"43690",0.5,"Very Good","D","SI1",58.5,60,6275,5.13,5.19,3.02,0.895594047149643
"43691",0.5,"Very Good","F","VS2",62.5,56,7865,5.06,5.09,3.17,0.109516992000863
"43692",0.5,"Good","F","VS2",63.2,58,5463,5,5.03,3.17,0.734088965225965
"43693",0.5,"Very Good","D","SI1",60.8,58,7660,5.07,5.13,3.1,0.723502422682941
"43694",0.5,"Premium","F","VS2",62.2,59,8450,5.06,5.1,3.16,0.141165910288692
"43695",0.5,"Very Good","F","VS2",63,58,7565,5.05,5.08,3.19,0.404826103709638
"43696",0.5,"Premium","F","VS2",60.9,58,9927,5.1,5.14,3.12,0.997527659870684
"43697",0.5,"Good","D","SI1",63.6,54,5059,5.02,5.08,3.21,0.772588247200474
"43698",0.5,"Good","F","VS2",63.6,57,4793,5.03,5.07,3.21,0.377523794770241
"43699",0.5,"Very Good","D","SI1",62,60,6427,5.08,5.12,3.16,0.145321656949818
"43700",0.5,"Good","D","SI1",63.6,58,5722,5.05,5.08,3.22,0.643959356471896
"43701",0.5,"Very Good","F","VS2",61.5,61,NA,5.09,5.12,3.14,0.0647398687433451
"43702",0.5,"Very Good","F","VS2",62.8,56,7124,5.05,5.07,3.18,0.595235366374254
"43703",0.51,"Very Good","H","VS2",61.4,55.8,7450,5.14,5.19,3.17,0.891183984931558
"43704",0.51,"Good","E","VS2",63.1,59,5943,5.04,5.07,3.19,0.691301116719842
"43705",0.58,"Ideal","D","SI2",61.2,57,13786,5.38,5.41,3.3,0.844618516974151
"43706",0.67,"Fair","I","VS2",57.2,70,3336,5.82,5.75,3.31,0.618772879475728
"43707",0.61,"Very Good","F","SI2",62.9,56.6,6973,5.38,5.45,3.4,0.205735702300444
